previousPathwayAncestorID,interaction,nextPathwayAncestorID,tag
R-HSA-168643,abstraction:NextStepPathway,R-HSA-1280215,inferred
R-HSA-844623,abstraction:NextStepPathway,R-HSA-9660826,inferred
R-HSA-844623,abstraction:NextStepPathway,R-HSA-9664424,inferred
R-HSA-844623,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-844623,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-844623,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-844623,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-390651,abstraction:NextStepPathway,R-HSA-9660821,inferred
R-HSA-390651,abstraction:NextStepPathway,R-HSA-9662851,inferred
R-HSA-390651,abstraction:NextStepPathway,R-HSA-9664433,inferred
R-HSA-390651,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-390651,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-390651,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-390651,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-390651,abstraction:NextStepPathway,R-HSA-418555,inferred
R-HSA-390651,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-9705671,abstraction:NextStepPathway,R-HSA-918233,inferred
R-HSA-9705671,abstraction:NextStepPathway,R-HSA-168928,inferred
R-HSA-9705671,abstraction:NextStepPathway,R-HSA-168249,inferred
R-HSA-9705671,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-9705683,abstraction:NextStepPathway,R-HSA-918233,inferred
R-HSA-9705683,abstraction:NextStepPathway,R-HSA-168928,inferred
R-HSA-9705683,abstraction:NextStepPathway,R-HSA-168249,inferred
R-HSA-9705683,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-9694516,abstraction:NextStepPathway,R-HSA-918233,inferred
R-HSA-9694516,abstraction:NextStepPathway,R-HSA-168928,inferred
R-HSA-9694516,abstraction:NextStepPathway,R-HSA-168249,inferred
R-HSA-9694516,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-9679506,abstraction:NextStepPathway,R-HSA-918233,inferred
R-HSA-9679506,abstraction:NextStepPathway,R-HSA-168928,inferred
R-HSA-9679506,abstraction:NextStepPathway,R-HSA-168249,inferred
R-HSA-9679506,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-9824446,abstraction:NextStepPathway,R-HSA-918233,inferred
R-HSA-9824446,abstraction:NextStepPathway,R-HSA-168928,inferred
R-HSA-9824446,abstraction:NextStepPathway,R-HSA-168249,inferred
R-HSA-9824446,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-5663205,abstraction:NextStepPathway,R-HSA-918233,inferred
R-HSA-5663205,abstraction:NextStepPathway,R-HSA-168928,inferred
R-HSA-1643685,abstraction:NextStepPathway,R-HSA-918233,inferred
R-HSA-1643685,abstraction:NextStepPathway,R-HSA-168928,inferred
R-HSA-9948011,abstraction:NextStepPathway,R-HSA-9960525,inferred
R-HSA-9948011,abstraction:NextStepPathway,R-HSA-5620971,inferred
R-HSA-9948011,abstraction:NextStepPathway,R-HSA-5218859,inferred
R-HSA-9948011,abstraction:NextStepPathway,R-HSA-5357801,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-418217,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-397795,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-4086398,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-3858494,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-195721,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-4086398,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-3858494,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-195721,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-4086398,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-3858494,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-195721,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-8964616,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-8964315,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-392451,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-9856530,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-9860931,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-9855142,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-8953897,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-9856530,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-9860931,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-9855142,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-9856530,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-9860931,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-9855142,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-9856530,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-9860931,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-9855142,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-163359,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-163685,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-1430728,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-163359,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-163685,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-1430728,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-163359,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-163685,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-1430728,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-163359,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-163685,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-432040,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-445717,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-382551,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-432040,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-445717,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-382551,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-432040,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-445717,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-382551,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-432040,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-445717,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-382551,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-9660821,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-9662851,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-9664433,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-418555,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-9660821,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-9662851,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-9664433,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-1660524,abstraction:NextStepPathway,R-HSA-1660516,inferred
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-9764725,inferred
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-9764560,inferred
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-9764265,inferred
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-9764274,inferred
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-9759476,inferred
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-418990,inferred
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-421270,inferred
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-446728,inferred
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-1500931,inferred
R-HSA-9730414,abstraction:NextStepPathway,R-HSA-9764725,inferred
R-HSA-9730414,abstraction:NextStepPathway,R-HSA-9764560,inferred
R-HSA-9730414,abstraction:NextStepPathway,R-HSA-9764265,inferred
R-HSA-9730414,abstraction:NextStepPathway,R-HSA-9764274,inferred
R-HSA-9730414,abstraction:NextStepPathway,R-HSA-9759476,inferred
R-HSA-9730414,abstraction:NextStepPathway,R-HSA-418990,inferred
R-HSA-9730414,abstraction:NextStepPathway,R-HSA-421270,inferred
R-HSA-9730414,abstraction:NextStepPathway,R-HSA-446728,inferred
R-HSA-9730414,abstraction:NextStepPathway,R-HSA-1500931,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-9764725,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-9764560,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-9764265,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-9764274,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-9759476,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-418990,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-421270,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-446728,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-1500931,inferred
R-HSA-9764725,abstraction:NextStepPathway,R-HSA-9856649,inferred
R-HSA-9764725,abstraction:NextStepPathway,R-HSA-9730414,inferred
R-HSA-9764725,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-9764560,abstraction:NextStepPathway,R-HSA-9856649,inferred
R-HSA-9764560,abstraction:NextStepPathway,R-HSA-9730414,inferred
R-HSA-9764560,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-9764265,abstraction:NextStepPathway,R-HSA-9856649,inferred
R-HSA-9764265,abstraction:NextStepPathway,R-HSA-9730414,inferred
R-HSA-9764265,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-9764274,abstraction:NextStepPathway,R-HSA-9856649,inferred
R-HSA-9764274,abstraction:NextStepPathway,R-HSA-9730414,inferred
R-HSA-9764274,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-9759476,abstraction:NextStepPathway,R-HSA-9856649,inferred
R-HSA-9759476,abstraction:NextStepPathway,R-HSA-9730414,inferred
R-HSA-9759476,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-418990,abstraction:NextStepPathway,R-HSA-9856649,inferred
R-HSA-418990,abstraction:NextStepPathway,R-HSA-9730414,inferred
R-HSA-418990,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-421270,abstraction:NextStepPathway,R-HSA-9856649,inferred
R-HSA-421270,abstraction:NextStepPathway,R-HSA-9730414,inferred
R-HSA-421270,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-446728,abstraction:NextStepPathway,R-HSA-9856649,inferred
R-HSA-446728,abstraction:NextStepPathway,R-HSA-9730414,inferred
R-HSA-446728,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-1500931,abstraction:NextStepPathway,R-HSA-9856649,inferred
R-HSA-1500931,abstraction:NextStepPathway,R-HSA-9730414,inferred
R-HSA-1500931,abstraction:NextStepPathway,R-HSA-1266738,inferred
R-HSA-2029481,abstraction:NextStepPathway,R-HSA-2029482,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-389357,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-389356,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-388841,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-1280218,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-389357,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-389356,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-388841,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-1280218,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-168256,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-389357,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-389356,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-388841,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-1280218,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-1257604,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-9006925,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-1257604,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-9006925,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-1257604,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-9006925,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-4420097,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-194138,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-9006934,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-4420097,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-194138,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-9006934,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-4420097,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-194138,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-9006934,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-9664422,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-9664417,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-9664407,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-9664422,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-9664417,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-9664407,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-9664422,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-9664417,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-9664407,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-5218920,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-5218920,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-5218920,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-392451,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-397795,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-114604,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-392451,inferred
R-HSA-76002,abstraction:NextStepPathway,R-HSA-397795,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-392451,inferred
R-HSA-109582,abstraction:NextStepPathway,R-HSA-397795,inferred
R-HSA-991365,abstraction:NextStepPathway,R-HSA-112040,inferred
R-HSA-991365,abstraction:NextStepPathway,R-HSA-111885,inferred
R-HSA-991365,abstraction:NextStepPathway,R-HSA-418594,inferred
R-HSA-991365,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-991365,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-991365,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-977444,abstraction:NextStepPathway,R-HSA-112040,inferred
R-HSA-977444,abstraction:NextStepPathway,R-HSA-111885,inferred
R-HSA-977444,abstraction:NextStepPathway,R-HSA-418594,inferred
R-HSA-977444,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-977444,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-977444,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-977443,abstraction:NextStepPathway,R-HSA-112040,inferred
R-HSA-977443,abstraction:NextStepPathway,R-HSA-111885,inferred
R-HSA-977443,abstraction:NextStepPathway,R-HSA-418594,inferred
R-HSA-977443,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-977443,abstraction:NextStepPathway,R-HSA-372790,inferred
R-HSA-977443,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-991365,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-977444,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-977443,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-112314,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-991365,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-977444,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-977443,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-112314,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-991365,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-977444,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-977443,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-112314,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-991365,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-977444,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-977443,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-112314,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-991365,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-977444,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-977443,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-112314,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-991365,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-977444,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-977443,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-112314,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-195399,abstraction:NextStepPathway,R-HSA-4420097,inferred
R-HSA-194313,abstraction:NextStepPathway,R-HSA-4420097,inferred
R-HSA-1181150,abstraction:NextStepPathway,R-HSA-2173796,inferred
R-HSA-1181150,abstraction:NextStepPathway,R-HSA-2173793,inferred
R-HSA-1181150,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-1181150,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-1181150,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-1181150,abstraction:NextStepPathway,R-HSA-170834,inferred
R-HSA-1181150,abstraction:NextStepPathway,R-HSA-9006936,inferred
R-HSA-1181150,abstraction:NextStepPathway,R-HSA-162582,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-2173796,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-2173793,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-212436,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-73857,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-74160,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-170834,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-9006936,inferred
R-HSA-1181150,abstraction:NextStepPathway,R-HSA-2173789,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-2173789,inferred
R-HSA-1181150,abstraction:NextStepPathway,R-HSA-1502540,inferred
R-HSA-1266738,abstraction:NextStepPathway,R-HSA-1502540,inferred
R-HSA-727802,abstraction:NextStepPathway,R-HSA-2022870,inferred
R-HSA-727802,abstraction:NextStepPathway,R-HSA-1793185,inferred
R-HSA-425397,abstraction:NextStepPathway,R-HSA-2022870,inferred
R-HSA-425397,abstraction:NextStepPathway,R-HSA-1793185,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-2022870,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-1793185,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-2022870,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-1793185,inferred
R-HSA-727802,abstraction:NextStepPathway,R-HSA-5653890,inferred
R-HSA-425397,abstraction:NextStepPathway,R-HSA-5653890,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-5653890,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-5653890,inferred
R-HSA-727802,abstraction:NextStepPathway,R-HSA-1971475,inferred
R-HSA-425397,abstraction:NextStepPathway,R-HSA-1971475,inferred
R-HSA-425407,abstraction:NextStepPathway,R-HSA-1971475,inferred
R-HSA-382551,abstraction:NextStepPathway,R-HSA-1971475,inferred
R-HSA-1855196,abstraction:NextStepPathway,R-HSA-1855191,inferred
R-HSA-390666,abstraction:NextStepPathway,R-HSA-9660821,inferred
R-HSA-390666,abstraction:NextStepPathway,R-HSA-9662851,inferred
R-HSA-390666,abstraction:NextStepPathway,R-HSA-9664433,inferred
R-HSA-390666,abstraction:NextStepPathway,R-HSA-9658195,inferred
R-HSA-390666,abstraction:NextStepPathway,R-HSA-9824443,inferred
R-HSA-390666,abstraction:NextStepPathway,R-HSA-5663205,inferred
R-HSA-390666,abstraction:NextStepPathway,R-HSA-1643685,inferred
R-HSA-390666,abstraction:NextStepPathway,R-HSA-418555,inferred
R-HSA-390666,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-438066,abstraction:NextStepPathway,R-HSA-9620244,inferred
R-HSA-438066,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-9708530,abstraction:NextStepPathway,R-HSA-9818027,inferred
R-HSA-9708530,abstraction:NextStepPathway,R-HSA-9759194,inferred
R-HSA-380108,abstraction:NextStepPathway,R-HSA-418594,inferred
R-HSA-380108,abstraction:NextStepPathway,R-HSA-388396,inferred
R-HSA-9960519,abstraction:NextStepPathway,R-HSA-5620971,inferred
R-HSA-9960519,abstraction:NextStepPathway,R-HSA-5218859,inferred
R-HSA-9960519,abstraction:NextStepPathway,R-HSA-5357801,inferred
R-HSA-375276,abstraction:NextStepPathway,R-HSA-416476,inferred
R-HSA-1483101,abstraction:NextStepPathway,R-HSA-1482801,inferred
R-HSA-1483101,abstraction:NextStepPathway,R-HSA-1483213,inferred
R-HSA-9762293,abstraction:NextStepPathway,R-HSA-9759811,inferred
R-HSA-111932,abstraction:NextStepPathway,R-HSA-442729,inferred
R-HSA-111932,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-111932,abstraction:NextStepPathway,R-HSA-442755,inferred
R-HSA-111932,abstraction:NextStepPathway,R-HSA-112314,inferred
R-HSA-111932,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-111932,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-111933,abstraction:NextStepPathway,R-HSA-442729,inferred
R-HSA-111933,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-111933,abstraction:NextStepPathway,R-HSA-442755,inferred
R-HSA-111933,abstraction:NextStepPathway,R-HSA-112314,inferred
R-HSA-111933,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-111933,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-111997,abstraction:NextStepPathway,R-HSA-442729,inferred
R-HSA-111997,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-111997,abstraction:NextStepPathway,R-HSA-442755,inferred
R-HSA-111997,abstraction:NextStepPathway,R-HSA-112314,inferred
R-HSA-111997,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-111997,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-442729,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-442755,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-112314,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-111996,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-112043,abstraction:NextStepPathway,R-HSA-442729,inferred
R-HSA-112043,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-112043,abstraction:NextStepPathway,R-HSA-442755,inferred
R-HSA-112043,abstraction:NextStepPathway,R-HSA-112314,inferred
R-HSA-112043,abstraction:NextStepPathway,R-HSA-112315,inferred
R-HSA-112043,abstraction:NextStepPathway,R-HSA-112316,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-442729,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-112040,abstraction:NextStepPathway,R-HSA-442755,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-442729,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-111885,abstraction:NextStepPathway,R-HSA-442755,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-442729,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-418594,abstraction:NextStepPathway,R-HSA-442755,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-442729,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-388396,abstraction:NextStepPathway,R-HSA-442755,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-442729,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-372790,abstraction:NextStepPathway,R-HSA-442755,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-442729,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-438064,inferred
R-HSA-162582,abstraction:NextStepPathway,R-HSA-442755,inferred
R-HSA-1489509,abstraction:NextStepPathway,R-HSA-442729,inferred
R-HSA-1489509,abstraction:NextStepPathway,R-HSA-438064,inferred
